,price
40671,1155
40644,1154
17686,7130
21785,9853
45977,526
3121,3325
29208,695
11350,4990
2659,3235
21242,9391
12602,5288
6057,576
49729,2153
28710,680
917,2879
49363,2099
1389,559
46075,1736
12550,5273
21537,9640
41627,504
819,2863
34489,867
23370,631
38626,489
42568,1327
32357,789
11055,596
12211,5193
42035,1268
50822,2308
36442,942
2782,3255
9192,4547
47245,1841
44992,523
43236,1398
30926,745
34259,857
48994,2048
9812,4670
52413,2512
19068,7848
20460,8803
38002,1008
9810,4669
19943,8490
43209,1395
31128,755
21819,9891
5226,3785
45894,1720
53480,2681
36568,945
45771,1707
9189,4547
2515,3201
50039,2198
50437,2262
38107,1013
10065,591
12663,5301
46639,526
2391,561
12774,5329
52521,2528
33579,832
4674,3672
20326,8736
7792,4289
7540,4244
23614,11640
3676,3445
21711,627
26022,645
46405,1767
35555,906
8611,4443
12135,5172
44558,1605
37774,999
15313,6147
22554,10602
8818,4476
11346,4989
1190,2932
37734,997
31146,755
44265,1576
47458,1857
37963,1007
8707,586
46759,1801
12170,5182
39865,1101
7449,4233
14328,5804
10049,418
47183,1836
46361,1760
36067,924
10658,4838
8994,4510
46760,1801
53545,2692
35716,911
39109,1061
21788,9856
17115,6827
2769,3252
37627,990
5358,3816
31751,772
51895,2431
11640,5051
34945,378
37319,979
12680,5306
13444,5521
51668,2398
23449,11437
8439,4409
3661,3443
35568,906
3950,3504
42992,1368
10006,4707
34453,864
30151,720
20604,8910
12525,5264
46291,526
42799,1351
40296,1125
29007,686
17054,612
40434,1137
28112,663
51399,2369
44962,1636
12189,5186
32825,805
10931,4896
35626,473
44978,523
31433,764
53803,2732
33926,844
10541,4808
4880,3715
38166,1014
50020,2196
43079,1378
10862,4875
47858,1909
30857,743
46629,526
1698,3034
7415,4226
11380,596
11050,596
18948,7792
19312,8022
6108,3977
18949,7792
53828,2737
18312,7445
52357,2501
2918,3287
28096,663
42398,1308
40993,1181
13056,5410
681,2850
14502,5858
2949,3294
15628,6271
14484,5850
34298,857
43982,393
16666,6662
31906,776
3267,3360
13970,5688
34362,863
41942,504
9597,4630
6258,4011
40693,1157
387,2812
5163,3770
12382,598
44677,1609
5648,3880
5725,575
41211,1206
22215,10271
14354,5812
20954,9169
11790,5087
35708,911
32090,781
29172,694
42117,1279
45394,1667
52952,552
18522,7550
42626,505
30315,726
13239,5469
48728,2012
39818,1097
43167,1389
48988,538
20819,9049
18500,7535
37375,982
53577,2697
42354,1300
4860,3712
52990,2594
23261,11268
28038,659
19801,8366
2526,3204
49694,2146
736,557
49628,540
21413,9526
48398,1967
3023,3308
5582,3864
17916,7235
22797,10823
7041,4162
44376,1581
33290,462
43203,1395
33696,838
47954,1918
3189,3342
35099,886
30472,732
42214,1289
40159,1116
31739,772
44960,1636
47612,1881
16461,6579
14034,5704
22568,10618
16801,6701
23387,631
51421,2372
14683,5924
33638,833
19788,8358
4081,3531
9041,587
21772,9836
45565,1689
8202,4368
9710,590
34314,858
3133,3328
15625,6270
33684,837
33326,827
9910,4688
40203,1122
41663,1239
50304,544
201,2777
19725,8296
37271,482
50296,544
8360,4399
22964,11011
49413,2106
2577,3212
1116,2917
17479,7018
38351,1020
52185,2477
853,2870
19573,8203
30102,720
32738,802
6080,3971
34341,862
39798,1096
8435,4407
8254,4377
31481,765
5979,3951
50760,2299
45296,1662
7858,4305
5187,3774
45935,1722
19417,8072
32046,779
10710,593
43042,1374
40594,497
14327,5804
33621,463
2574,3212
3508,3402
32777,803
35021,882
49453,2111
32769,803
30045,719
48343,1961
44275,1576
7908,4314
18258,7415
23521,11526
31189,756
52015,2445
29804,709
23127,11153
32670,802
15941,6377
38019,1009
12242,5201
22210,10264
51962,545
20817,9045
37887,1006
18314,7448
40795,1169
32212,789
51251,2355
30712,738
39851,1100
17097,6817
18727,7648
43309,1402
16649,6657
9402,4586
28468,672
34634,872
43192,1393
23533,11538
53223,2639
824,2866
53322,2652
52587,2539
41492,1232
28228,666
13738,604
49004,2051
48560,1991
48425,1971
16007,6405
28999,686
5950,3948
22692,630
27944,431
8210,4370
4632,3668
14845,5978
1751,3042
28083,662
670,2846
33752,840
5008,3744
16198,6473
21327,9474
53018,2599
53529,2690
16231,6492
12509,5259
41514,1235
15928,6369
42080,1273
17975,7270
16086,6426
11513,5021
1197,2934
10461,4789
21198,9343
47487,1864
21443,9547
11989,5144
17264,6911
7901,4312
8309,4389
49135,2066
7515,4242
5254,3792
32136,786
393,554
21486,9581
12366,597
38583,1035
39443,1076
47801,1901
23210,11218
35835,916
45667,1694
30386,730
50724,2294
27756,648
2414,3180
40092,1114
41669,1240
41475,1231
51876,2428
50327,2241
31669,769
35902,918
38185,1015
33473,828
53297,552
52834,2574
35283,473
31187,756
38401,1024
39276,490
5339,3811
29390,698
38633,489
47840,1908
19671,8280
11677,5058
42019,1267
31329,759
12999,5402
331,2803
50852,2312
33740,840
36295,477
52276,2492
35706,911
1367,2965
28170,665
8637,4452
29714,707
36962,961
32776,803
50492,2268
32851,807
35239,894
50599,2283
9086,4523
35771,912
37860,1003
44945,1634
53106,2615
10179,4735
35317,896
16726,610
21034,625
3004,3304
47481,1862
5826,3916
3631,3431
47043,1819
2804,3262
19159,7917
6836,4121
38562,1035
46249,1753
42498,1320
39675,1087
11775,5082
22521,10558
6573,4077
3055,566
16752,6670
51365,2365
13107,5426
10734,594
13889,5654
49874,2175
44437,1590
51297,2362
37661,992
46488,1778
41234,1207
6845,4124
4147,3546
53058,2607
52028,2447
37969,1007
29235,696
7557,4250
22095,10115
32199,788
5406,3819
4779,3692
9302,4573
4595,3656
31127,754
18992,7819
5466,3837
7736,581
25688,643
2313,3166
15159,6095
39218,1066
29807,709
26726,645
48832,2030
32373,790
4149,3546
6497,4062
40613,498
21142,9298
22436,10463
3264,3360
52182,2476
28466,672
18271,7421
20878,9095
13565,5554
50658,544
2504,3199
39023,1056
36326,936
4825,3704
43712,1437
17952,7256
19538,8170
43380,1410
21098,9271
29179,694
16739,612
52989,2594
39491,1079
38374,1023
32958,461
22527,10567
7168,4183
31540,766
46355,1760
34972,472
23371,631
52492,2523
4315,3595
40216,1123
13559,5551
12873,5364
48797,2023
39759,1094
38721,1043
959,2890
33332,827
568,2833
40694,1157
47758,1893
1223,2940
20845,9071
14494,5854
46947,1815
1045,2907
21244,9391
51340,2362
32056,780
15181,6098
23671,11717
16337,6534
35969,477
43835,1446
17438,6990
12907,5375
52359,2501
13087,5418
20301,8714
23738,11782
20137,8596
4286,3585
30838,743
8506,4423
46554,1781
44737,1617
34438,864
2912,3285
10754,4853
29986,716
3805,3465
9941,4693
49814,2166
1459,2979
17152,6848
16158,6458
28798,682
19550,8183
46504,1778
47446,1857
23503,11511
20291,8707
50551,2276
53718,2720
2424,3181
35205,891
5847,3920
9629,4637
6891,4133
49308,540
33965,846
24369,637
10311,4764
37582,990
42902,1361
43439,1415
34760,876
47200,1838
35144,890
37862,1003
4682,3674
41371,1220
49281,2091
43870,1450
29076,688
1314,2956
51073,2333
43981,393
16575,6619
50786,2304
36683,951
15608,6261
47615,1881
45183,1656
16871,6732
21348,9494
19922,8469
45841,1715
42897,1361
12494,5257
5750,3895
41562,1237
1146,2923
43793,1442
21727,9794
23228,11233
46984,1816
12476,5251
9061,4516
7049,4163
43767,1439
18479,7526
963,2891
41458,1229
29066,687
1193,2933
11696,5067
16163,6459
18762,7670
10346,4769
21957,10028
32968,461
2132,3123
50878,2314
52784,2567
69,553
930,2882
1231,2941
21114,9281
32975,811
47815,1902
9615,4634
53036,2604
31649,452
10996,4914
38658,1040
10344,4769
23358,422
6181,3993
17170,6856
40579,1153
31458,765
15261,6128
5428,3825
35977,921
38805,1046
40120,1115
43003,1369
41533,1235
7147,4179
44639,1609
49520,2123
33554,830
21000,9215
43567,1431
53161,2626
51552,2387
32495,796
33046,814
50342,2243
17904,7230
51880,2428
2022,3105
36742,954
20260,8688
35553,906
19295,8014
35179,891
8438,4408
17600,7087
42783,1349
37823,1002
2946,3293
17696,7135
49177,2074
53251,2646
48144,1940
29885,710
4964,3734
8813,4476
11812,5091
9389,589
4577,3649
33743,840
32141,786
22380,10401
39616,491
26037,645
39020,1056
40949,500
22375,628
40686,1156
20844,9070
34448,864
50343,2244
30117,720
50686,2289
6897,4134
12266,5208
11566,5036
31537,766
31912,776
16041,608
40467,1140
6999,4155
14368,5816
50678,2287
10084,4712
18835,7720
50133,2212
29993,716
4733,573
34919,880
34068,851
32024,778
43421,1414
45508,1682
28597,675
33513,829
31258,758
16491,6589
39417,1076
48366,1963
19608,8227
13039,600
42774,1348
52542,2532
52843,2575
43367,1408
9573,4626
11144,4940
41621,504
3606,3427
45836,1715
18669,7632
35003,882
44629,1608
40487,1142
42390,1307
36220,932
38691,1041
2916,3286
35697,911
3618,3429
38409,1024
50323,2240
32683,802
37804,1001
4402,571
49906,2180
7765,4284
18447,7504
49973,541
37201,974
36242,935
11697,5067
36043,923
8983,4508
40683,1155
52119,2463
3079,3312
34790,877
31339,760
45547,1687
30593,734
29607,706
45880,1718
9840,4675
49798,2164
14882,5993
45000,1637
50835,2310
46905,1814
40638,1153
8768,4467
8032,4333
7505,4241
38340,1020
1413,2968
49031,2054
9106,4529
22781,10801
32215,789
15039,605
23709,632
28738,680
8881,4485
2092,3113
52894,2585
32999,812
39605,491
10190,4738
1184,2930
7017,4158
11811,5091
2590,3217
18181,7371
28785,681
12841,5353
50868,2313
9857,4678
12622,5292
40011,1107
31601,367
28029,658
20968,9178
2001,3101
24041,633
40840,1173
48934,2043
51252,2355
13671,5595
44638,1608
13273,5485
36514,945
42439,1314
10552,4812
43137,1388
40583,1153
12893,5372
35006,882
21985,10053
14688,5926
46707,1792
40027,1110
12016,5151
31059,752
20223,8654
22604,10656
14809,5963
9730,4656
53664,2708
51710,2401
49231,2083
31062,752
44429,1589
42479,1318
11721,596
33978,847
44614,1607
1118,2917
51168,2346
21048,625
43090,1381
10949,4900
33485,828
34703,874
14601,5889
50802,2306
50210,2229
6126,3984
19418,8073
38559,1035
35759,912
23685,11743
11118,4936
52862,2579
22839,10874
13427,5515
2581,3214
20154,8610
17744,7144
12844,5355
18809,7697
29492,702
41536,1235
2696,3246
33706,838
1245,2945
3295,3365
31974,453
53014,2598
30699,737
51683,2398
50907,2318
38372,1023
39114,1061
30917,745
17013,6793
1426,2972
16136,6449
14421,5822
656,2845
12591,5285
47524,1868
34371,863
41868,1257
11505,5020
52895,2585
1064,558
18557,7565
48277,1956
50267,2238
4919,3725
6024,3965
6087,3973
8609,4443
21318,9471
30235,723
22402,10428
29947,445
17721,614
46457,1774
39631,1084
32770,803
1431,2973
38552,1034
7715,580
15180,6097
43100,1383
14833,5975
44434,1590
43190,1393
30731,739
33749,840
6426,4044
22624,10681
29851,710
14052,605
17976,7272
5407,3819
40829,1171
44010,1546
685,2851
12113,5166
41815,1250
12226,5197
2409,3179
13612,5570
15942,6377
48178,1944
14450,5832
31134,755
33675,837
12475,5251
20676,8957
2440,3185
52744,2559
20838,9068
44654,522
6292,4021
14144,5739
13177,5449
2945,3293
14221,5764
15317,6149
29890,710
13135,5434
14549,5879
18920,7768
52700,2553
30911,745
21900,9970
31841,775
37802,1000
50335,2242
33144,816
1073,558
2959,3296
18815,7702
35546,906
33795,842
53546,2692
18085,7310
2392,561
31674,769
43091,1381
32270,789
20327,8736
22162,10204
39698,1088
44914,1631
21829,9898
15291,6138
39680,1087
37867,1004
3798,3464
28735,680
9938,4693
42298,505
20733,8975
19299,8015
35576,906
51266,2358
49755,2159
756,2857
29762,709
27976,658
49616,2139
42161,1284
8763,4466
40903,1178
28756,680
50269,2238
2724,564
36779,956
43792,1442
12831,5351
9488,4606
29805,709
37231,975
21069,9245
29794,709
28182,666
48902,2041
46957,527
36654,949
24035,633
41303,1212
27839,651
7731,581
42291,505
45481,1678
14792,5951
33476,828
19980,8525
7685,4274
46051,1732
11791,5087
15562,6239
967,2892
32693,802
36959,480
16870,6732
47093,1825
20605,8910
35280,472
52356,2501
23306,11341
28996,686
13507,5543
2068,561
13724,603
1771,3047
21376,626
45434,1671
20188,8637
19806,8371
50640,544
12864,5362
47034,1819
43431,1415
9478,4604
50076,2203
31936,776
5380,574
18665,7631
10921,4891
43229,1397
35272,895
45358,1664
9545,4620
29900,711
47936,1915
51899,2432
41785,1248
50809,2307
8275,4381
33155,816
3867,3479
45311,524
26356,645
22391,10416
20882,9104
8485,4418
16824,6710
11345,4989
28855,683
16379,609
16734,611
15709,608
53584,2698
22295,10341
5362,3816
15972,6393
17710,613
6768,4107
53395,2666
3051,566
34983,880
14782,5948
46055,1733
43453,1415
15869,6349
13079,5416
18235,7405
31532,765
45218,1656
18999,7822
15250,6124
38263,383
30953,449
13796,5622
50250,2234
43076,1378
44028,1546
16435,6563
33275,462
3167,3336
8696,4459
34758,876
35621,473
52042,2450
2085,3112
34854,878
28701,680
31973,453
23578,11588
49226,2082
51077,2333
43580,1431
11093,4928
35490,904
29676,707
36814,956
18909,7760
30474,732
9918,4689
16012,6406
46749,1800
11243,4967
45214,1656
2277,3158
29589,706
4391,571
12413,5236
37497,984
5332,3810
777,2859
15300,6140
43189,1393
4051,571
40299,1125
53930,2756
47639,1882
30208,723
12869,5364
44312,520
19759,8329
27984,658
37119,970
22572,10623
52686,2551
42501,1320
37889,1006
21492,9586
17603,7089
52608,2545
30672,737
28821,683
49033,2054
16742,6666
7612,4259
654,2844
20427,8780
17204,6873
40297,1125
48459,1976
18943,7787
30116,720
53471,2680
43066,1377
46520,1781
52139,2469
43162,1389
13176,5447
47955,1918
49508,2121
1105,2913
8577,4436
52974,552
46920,1815
2035,3107
44080,1554
43140,1388
134,2765
16457,6577
19085,7859
19844,8405
41210,1205
23214,11221
35928,919
1229,2940
21573,9678
32486,795
4751,3685
23481,11481
14739,5935
49822,2167
4403,571
19524,8157
6475,4054
21821,9892
1278,2950
19245,7979
26360,645
51586,2393
23289,11314
31166,755
51696,2400
2984,3300
8656,4455
5790,3904
20500,8831
46511,1779
33556,830
47077,1822
23494,11500
36795,956
30689,737
1195,2933
39850,1100
1149,2923
37950,1007
6230,4004
7075,579
34590,469
33222,821
12748,5320
40017,1109
30915,745
18645,7611
12514,5260
14210,5760
44195,1569
42806,1352
15222,6112
52630,551
31035,749
20775,9012
46356,1760
20593,8900
10245,4749
22306,10350
39900,1103
49368,2100
34439,864
15939,6377
9037,587
44304,1578
44229,1572
5421,3822
37059,968
34161,854
21535,9636
40238,1124
44123,1559
14587,5887
51831,2421
44402,1584
30449,731
43904,511
40739,1163
13314,5498
36591,947
36588,946
38617,489
52841,2575
34493,867
2285,3160
18020,7290
19181,7934
14788,5950
47932,1915
51597,2394
43388,1410
44521,1601
7970,4323
37479,984
6381,576
22538,10577
36506,945
45036,1637
6528,4068
34300,858
36045,924
3107,3323
30326,726
12883,5368
14142,5739
9203,4550
51931,2440
11143,4940
44913,1631
20512,8846
37260,480
49415,2106
1773,3048
18866,7738
13614,5571
14178,5751
41636,504
30016,717
5060,574
30602,447
47196,1838
46141,1746
8185,4368
33490,828
44193,1569
15573,6246
48321,536
10508,4799
18160,7359
50741,2297
53825,2737
31456,765
41038,1187
44303,1578
20493,8828
23591,11607
31025,749
3243,3354
36587,946
37728,995
34451,864
5156,3769
15756,6300
33204,820
32225,789
37625,990
48880,2037
38089,1013
45551,1687
13236,5466
37377,982
7114,4171
39934,492
34085,852
49687,2145
31988,776
41500,1234
12633,5292
50326,2241
32351,789
14069,605
44535,1603
11008,4916
42094,1274
5963,3950
52059,2453
36595,947
51468,2376
34033,850
408,555
11740,5072
44863,1628
13131,5433
38394,1024
19121,7887
17527,7055
7370,4221
19618,8235
51357,2364
52422,2512
30929,745
42421,1312
9011,4513
30770,741
49710,2147
23124,11149
20787,9027
12406,5234
11202,4959
12639,5293
27781,648
7218,4191
51027,2328
21135,9295
53758,2724
48646,537
46204,1750
29369,698
7240,4195
7679,4274
2337,3170
19870,8424
27856,652
51316,544
10706,4849
6775,4111
12801,5338
44981,523
42586,1330
40591,496
23677,11723
33302,826
49228,2083
23187,11194
4314,3595
3103,3321
49171,2074
39125,1061
51042,2330
38431,1026
53715,2719
15582,6250
9806,4668
7639,4267
52582,2538
21948,10019
8774,4468
16502,6597
41269,502
17217,6884
42879,1359
32514,798
36730,954
18130,7340
13951,5676
37569,989
7551,4249
47616,1881
16084,6425
8986,4508
32699,802
39084,1060
46852,1812
31022,749
15509,6213
12656,5299
40906,1179
64,552
34558,871
37534,988
20490,8824
17111,6825
34211,855
12339,5226
8381,583
5382,574
40212,1122
40243,1124
8909,4493
13096,5421
14033,5704
13064,5411
9271,4563
38758,1046
46379,1763
10652,4836
12700,599
45654,525
16717,609
4758,3689
47467,1858
6657,4093
38556,1034
42219,1289
3715,3453
33708,838
47713,1885
35414,900
9928,4692
44453,1591
45864,1715
19195,7946
4813,3701
32209,788
52581,2538
45209,1656
36630,947
18883,7743
41777,1247
3220,3350
34939,377
36199,931
30710,738
40555,1151
29439,701
29569,705
37457,984
10566,4816
15807,6324
29715,707
13921,5666
7543,4246
46641,526
35016,882
10177,4733
16574,6619
12079,5159
23105,11129
32267,789
17782,7162
35405,900
43646,1433
12081,5159
12754,5321
50601,2283
41051,1188
49287,2092
9503,4611
29178,694
21088,9258
35256,895
48086,1932
13128,5432
40353,1129
16413,6554
16664,6662
50501,2270
6738,579
42987,1367
40484,1141
49591,2136
19388,8057
20458,8799
52811,2572
21842,9901
3727,568
5905,3933
21070,9246
10622,4829
44439,1590
44440,1590
19604,8225
7096,4166
41105,1195
53548,2693
43293,1401
22617,10669
52497,2525
22438,10468
48223,1949
29349,698
3749,571
43859,1449
18987,7815
41408,1225
45940,1722
34556,870
5058,574
20693,8971
20342,8741
12034,596
51614,2395
38405,1024
8092,4340
12808,5342
16121,6443
22595,10646
34499,867
15471,6195
13317,5499
41546,1235
4349,3601
19022,620
48119,1937
44525,1601
3008,3304
38255,381
41271,503
18289,7430
1864,3068
53677,2711
33499,828
40936,499
38468,1030
7461,4234
5301,3801
37197,974
32256,789
21211,9354
53796,2731
20400,8764
19755,8321
27389,647
92,2757
37781,1000
21045,625
37140,972
3782,3461
2544,3206
3804,3465
30651,736
43106,1385
31546,766
49352,2096
32799,805
7950,4320
9801,4668
50454,2264
47986,533
8632,4449
1305,2955
23294,11323
35437,900
5480,3839
35984,921
20516,8848
8716,586
35709,911
5281,3798
9403,4586
10492,4797
39737,1092
1884,3074
23227,11233
37639,990
4796,3696
41589,389
7247,4197
30933,449
3227,3352
22570,10619
14864,5987
29307,438
9514,4612
40446,1139
13557,5551
28509,673
51204,2351
39874,1103
9957,4699
46299,526
4476,3624
47055,1821
1859,3066
19259,7988
41917,1262
9226,4558
42507,1322
19307,8020
40849,1173
19998,8538
7827,4297
98,2760
40096,1114
49143,2067
36315,936
31812,774
45793,1709
16716,609
50651,544
37683,993
46352,1759
42552,1326
16260,6504
49043,2056
41745,1244
37461,984
22596,10646
42343,1299
52004,2444
39600,491
4756,3688
38960,489
47825,1904
52687,2552
35770,912
39836,1098
13993,5697
31208,756
8339,4397
31539,766
12762,5324
43282,506
12735,5315
6279,4016
17843,7197
53434,2672
4776,3692
42741,1343
7923,4316
4014,3519
762,2858
17836,7193
22759,10777
45912,1721
40707,1158
15880,6352
41026,1187
30872,743
33669,836
44487,1597
21128,9290
20053,625
17353,6963
31535,766
33774,841
4737,573
43395,1410
26695,429
4076,571
11284,4975
24381,638
19094,7862
19409,8065
36760,956
51160,2345
6131,3985
52522,2528
21273,9425
18497,7534
52776,2565
2926,3288
45452,1675
53502,2685
38544,1033
43690,1436
52095,2459
17777,7161
48379,1965
32302,454
17211,6881
22124,10153
52145,2470
34816,878
11020,4916
31602,367
3767,3457
23397,631
28443,671
42866,1358
6592,4079
30851,743
22042,628
14884,5994
34553,870
32753,803
37032,966
12303,5219
51577,2391
14954,6022
38190,1015
31281,450
10661,4838
41351,1218
2026,3105
34527,868
8776,4469
26018,645
27894,655
50850,2312
5309,3803
52562,2536
16637,6653
30554,734
12939,5384
49500,2119
53753,2724
2441,3185
29935,714
13592,5560
47419,1851
50040,2199
30899,744
1341,2961
28482,672
23570,11579
41306,1212
23445,11435
2837,3268
13890,5654
16094,6435
40051,1112
15475,6198
1584,3008
15399,6169
48868,2035
37659,992
33758,840
3533,3408
27057,646
39735,1092
31033,749
51300,544
47463,1857
10918,4890
39847,1100
13794,5622
5531,3853
30193,722
34384,863
442,2815
44289,1577
2820,3265
44979,523
