,carat,x,z
2069,0.32,4.36,2.71
51492,0.71,5.74,3.58
41806,0.5,5.07,3.14
6256,0.92,6.18,3.84
42246,0.57,5.34,3.29
6531,0.92,6.21,3.88
51374,0.7,5.67,3.6
12216,1.02,6.55,3.94
12218,1.0,6.37,3.99
53643,0.7,5.74,3.48
38871,0.4,4.71,2.95
34989,0.34,4.54,2.78
31766,0.32,4.38,2.71
21130,1.73,7.6,4.74
29515,0.39,4.74,2.8
864,0.75,5.87,3.58
23,0.31,4.39,2.62
52676,0.7,5.56,3.63
35366,0.38,4.61,2.89
21865,1.01,6.32,3.91
2057,0.32,4.38,2.74
20244,1.52,7.33,4.5
46677,0.59,5.4,3.34
44132,0.53,5.13,3.26
28302,0.32,4.42,2.7
28412,0.29,4.25,2.64
3089,0.71,5.72,3.56
19886,1.03,6.52,3.96
38667,0.33,4.46,2.73
20059,0.31,4.32,2.7
52726,0.71,5.71,3.56
34116,0.31,4.38,2.71
16247,1.01,6.38,3.99
8866,0.92,6.22,3.84
52416,0.7,5.59,3.51
46599,0.54,5.31,3.21
14933,1.0,6.42,3.97
12384,0.4,4.72,2.95
7555,1.01,6.32,3.99
46368,0.54,5.28,3.21
12625,1.05,6.46,4.06
46709,0.52,5.15,3.21
3080,1.24,6.86,4.26
4728,0.33,4.42,2.8
39700,0.4,4.72,2.91
8603,1.07,6.58,4.08
53682,0.74,5.69,3.62
40825,0.52,5.14,3.25
39575,0.42,4.83,2.97
23252,1.4,7.03,4.41
33212,0.32,4.41,2.71
44552,0.55,5.25,3.25
9830,1.01,6.41,3.95
9518,1.04,6.5,4.02
52529,0.76,5.84,3.64
14029,1.22,6.9,4.22
50637,0.23,3.96,2.45
47906,0.53,5.21,3.25
2487,0.8,5.96,3.69
48067,0.51,5.29,3.06
7692,1.08,6.61,4.02
36633,0.41,4.77,3.01
53261,0.74,5.81,3.57
12857,1.12,6.69,4.1
35663,0.41,4.86,2.92
34425,0.3,4.3,2.68
11006,1.15,6.67,4.18
956,0.8,5.9,3.67
12765,1.07,6.54,4.08
46473,0.51,5.15,3.19
32916,0.44,4.9,3.0
51824,0.72,5.79,3.57
47075,0.52,5.22,3.17
49266,0.8,6.1,3.66
47593,0.73,5.78,3.58
15956,1.0,6.28,3.96
46227,0.5,5.05,3.18
14429,1.21,6.83,4.25
31599,0.2,3.76,2.33
36572,0.7,5.64,3.57
38109,0.36,4.59,2.8
2605,0.72,5.65,3.56
41800,0.5,5.03,3.17
41114,0.51,5.21,3.14
14741,1.13,6.74,4.15
50381,0.75,5.76,3.66
24367,0.31,4.32,2.7
9872,1.0,6.4,3.86
36185,0.32,4.49,2.72
46098,0.5,5.06,3.14
31989,0.3,4.29,2.69
15996,1.0,6.36,3.98
30998,0.36,4.6,2.82
2944,0.8,5.98,3.61
59,0.3,4.25,2.7
3514,0.81,5.94,3.72
18294,1.19,6.68,4.25
51037,0.75,5.92,3.55
19838,1.02,6.45,3.98
48258,0.78,5.88,3.66
43054,0.57,5.34,3.3
47512,0.6,5.39,3.34
14248,1.29,6.92,4.31
53926,0.71,5.71,3.54
53897,1.02,6.28,4.02
19628,1.51,7.22,4.59
47962,0.57,5.34,3.26
14104,1.22,6.85,4.28
51827,0.7,5.74,3.42
28000,0.3,4.27,2.67
31362,0.42,4.92,2.89
18359,1.11,6.62,4.12
29850,0.3,4.33,2.64
44207,0.5,5.05,3.17
49986,0.7,5.8,3.37
35412,0.4,4.72,2.89
46612,0.51,5.09,3.2
23663,1.57,7.46,4.65
10888,1.02,6.55,3.95
20126,1.65,7.61,4.7
29927,0.38,4.52,2.88
3039,0.3,4.3,2.59
31740,0.35,4.49,2.78
49233,0.7,5.74,3.5
48500,0.71,5.66,3.57
47352,0.5,5.03,3.14
44156,0.53,5.2,3.21
39129,0.41,4.79,2.93
20900,1.14,6.78,4.13
13836,0.9,6.18,3.81
21866,1.24,7.16,4.11
28332,0.33,4.41,2.77
31547,0.3,4.29,2.68
8925,0.9,6.14,3.83
53050,0.72,5.75,3.59
44746,0.54,5.26,3.25
14465,1.01,6.35,3.95
23478,1.28,7.12,4.25
44606,0.53,5.18,3.22
10089,1.02,6.41,4.07
12567,1.02,6.37,4.01
19439,1.54,7.43,4.49
38467,0.41,4.79,2.9
15675,1.01,6.48,3.86
39455,0.33,4.47,2.72
19213,1.5,7.28,4.52
3617,0.77,5.92,3.62
40742,0.36,4.58,2.83
7943,1.02,6.4,4.0
21648,1.0,6.35,4.01
2171,0.71,5.76,3.53
35321,0.31,4.33,2.68
21786,2.02,7.93,5.09
17685,1.23,6.81,4.25
23542,2.01,7.95,5.05
18578,1.51,7.43,4.57
18231,2.04,8.25,5.0
9201,1.01,6.36,4.02
53315,0.72,5.73,3.57
31086,0.33,4.4,2.75
44542,0.56,5.28,3.21
52552,0.58,5.41,3.32
47022,0.56,5.27,3.28
42841,0.41,4.79,2.96
11048,0.37,4.58,2.89
53394,0.74,5.76,3.61
19986,1.53,7.42,4.52
18884,1.51,7.35,4.5
38809,0.31,4.33,2.74
16609,1.69,7.61,4.73
51894,0.73,5.8,3.58
10388,0.31,4.38,2.72
49089,0.51,5.19,3.12
20673,1.03,6.56,3.95
44955,0.51,5.11,3.18
14667,1.51,7.13,4.75
35499,0.41,4.82,2.94
10645,1.04,6.5,4.02
36473,0.43,4.84,3.0
21543,1.5,7.31,4.52
22491,1.57,7.6,4.59
2443,0.9,6.37,3.65
46872,0.53,5.24,3.2
22354,0.31,4.39,2.72
2488,0.83,5.84,3.75
45026,0.54,5.33,3.2
19029,0.27,4.06,2.6
13527,1.0,6.35,3.97
21653,1.53,7.4,4.54
33792,0.4,4.67,2.94
45491,0.56,5.41,3.24
2238,0.81,6.0,3.69
75,0.26,4.19,2.49
20373,0.31,4.31,2.69
34884,0.38,4.64,2.89
47209,0.5,5.09,3.17
4312,0.9,6.16,3.85
22075,1.51,7.33,4.55
19519,1.52,7.44,4.55
43801,0.58,5.41,3.26
23042,1.3,6.96,4.34
6817,1.01,6.34,3.98
7294,0.9,6.2,3.79
20279,1.2,6.81,4.21
4559,0.9,6.13,3.83
38964,0.27,4.16,2.56
38259,0.3,4.28,2.68
19497,1.21,6.92,4.23
48508,0.54,5.28,3.21
32873,0.37,4.66,2.85
2834,0.78,5.87,3.67
46527,0.51,5.11,3.17
13783,1.28,6.93,4.32
19748,1.5,7.3,4.55
44691,0.51,5.15,3.17
40546,0.42,4.8,2.98
35632,0.3,4.29,2.73
52909,0.64,5.53,3.42
14582,1.13,6.66,4.14
43035,0.4,4.73,2.93
33739,0.33,4.45,2.77
17418,1.13,6.67,4.14
38158,0.33,4.49,2.7
44835,0.52,5.18,3.2
8162,0.7,5.63,3.57
5243,1.0,6.35,4.0
2431,0.72,5.67,3.6
15406,1.02,6.58,3.92
44103,0.5,5.05,3.15
10376,1.2,6.95,4.05
4299,0.74,5.78,3.59
7346,1.09,6.65,4.1
49117,0.67,5.59,3.45
47344,0.5,5.12,3.12
20424,1.49,7.2,4.33
48507,0.7,5.57,3.6
30414,0.32,4.41,2.73
2436,0.73,5.7,3.6
35532,0.36,4.71,2.79
32130,0.41,4.74,3.0
37072,0.41,4.85,2.94
36006,0.31,4.33,2.7
42842,0.41,4.78,2.95
45152,0.5,5.1,3.14
22288,1.66,7.53,4.73
529,0.9,6.11,3.79
53616,0.3,4.25,2.65
11663,0.91,6.28,3.81
28820,0.31,4.39,2.67
19512,1.07,6.54,4.08
35587,0.41,4.76,3.01
42694,0.54,5.16,3.24
6078,1.09,6.65,4.1
30583,0.31,4.31,2.69
10542,1.01,6.42,4.0
18471,1.0,6.37,4.02
9197,1.2,6.68,4.23
45120,0.52,5.24,3.14
50596,0.71,5.69,3.53
42904,0.71,5.53,3.62
49571,0.64,5.53,3.43
9703,0.32,4.41,2.69
29289,0.31,4.37,2.71
2851,0.71,5.84,3.49
36271,0.3,4.29,2.68
34432,0.3,4.3,2.69
7860,1.01,6.36,3.98
16763,0.8,5.99,3.66
45028,0.54,5.24,3.18
30565,0.31,4.37,2.68
36744,0.41,4.77,2.93
21583,1.7,7.52,4.79
10038,0.3,4.26,2.7
42500,0.57,5.36,3.26
44326,0.33,4.38,2.77
48109,0.5,5.09,3.16
28871,0.32,4.4,2.75
51337,0.52,5.15,3.22
53144,0.76,5.99,3.51
44173,0.55,5.31,3.24
43915,0.31,4.36,2.7
37646,0.44,4.95,2.95
2646,0.7,5.57,3.52
42610,0.32,4.37,2.73
28404,0.35,4.49,2.83
17490,1.0,6.4,3.9
1418,0.72,5.84,3.55
33594,0.37,4.71,2.78
41483,0.39,4.65,2.94
22126,1.2,6.85,4.18
31223,0.32,4.38,2.75
35999,0.42,4.8,2.98
2030,0.9,6.08,3.84
42347,0.46,4.97,3.05
14574,1.2,6.83,4.23
22671,1.22,6.81,4.14
6792,0.7,5.73,3.52
44748,0.52,5.19,3.21
8946,0.9,6.3,3.74
34638,0.31,4.39,2.7
14578,1.21,6.83,4.18
30936,0.24,4.0,2.49
51799,0.75,5.94,3.59
14296,1.3,7.07,4.33
44641,0.24,4.0,2.43
1865,0.7,5.65,3.55
7012,1.16,6.93,4.05
18714,0.27,4.23,2.54
29566,0.41,4.78,2.94
32147,0.4,4.65,2.96
1552,0.73,5.92,3.46
33224,0.39,4.76,2.79
12322,1.01,6.49,3.88
7614,1.01,6.52,3.88
50851,0.7,5.6,3.57
39138,0.41,4.76,2.97
37690,0.43,4.82,3.07
46207,0.51,5.06,3.2
7637,1.06,6.56,3.98
51203,0.7,5.61,3.59
45480,0.51,5.11,3.19
42494,0.48,5.07,3.06
50725,0.7,5.64,3.54
33467,0.32,4.44,2.69
39919,0.41,4.75,2.95
35934,0.37,4.59,2.84
10727,0.31,4.42,2.67
39434,0.41,4.8,2.96
15434,1.21,6.91,4.2
36875,0.39,4.65,2.91
8685,1.01,6.42,3.97
6538,1.18,6.74,4.28
8312,1.0,6.28,4.02
47716,0.66,5.64,3.47
45443,0.7,5.62,3.53
37567,0.31,4.39,2.69
22287,1.58,7.48,4.59
15304,1.14,6.68,4.15
10793,1.22,6.84,4.17
20464,1.54,7.35,4.54
21996,1.6,7.54,4.65
19011,1.12,6.71,4.16
45465,0.53,5.18,3.2
35519,0.43,4.88,2.99
7576,0.9,6.3,3.79
42649,0.5,5.02,3.2
30077,0.4,4.69,2.97
8068,0.31,4.31,2.74
46560,0.7,5.67,3.54
10379,1.13,6.67,4.14
18251,1.25,7.0,4.23
11900,1.13,6.68,4.12
32146,0.32,4.39,2.73
7783,1.02,6.51,4.01
19037,0.3,4.32,2.67
46128,0.51,5.13,3.19
43876,0.52,5.19,3.13
32998,0.38,4.72,2.78
7007,0.9,6.15,3.81
26354,0.32,4.37,2.69
36247,0.41,4.76,2.98
47655,0.34,4.52,2.77
16762,1.13,6.65,4.15
40544,0.55,5.15,3.29
43795,0.41,4.77,2.96
51959,0.56,5.29,3.26
22066,1.5,7.27,4.59
21108,1.52,7.44,4.55
3410,0.38,4.67,2.87
43135,0.58,5.3,3.35
23547,1.71,7.73,4.67
7610,0.9,6.22,3.75
43599,0.3,4.27,2.66
3475,1.01,6.51,3.79
37666,0.42,4.83,3.01
46096,0.71,5.71,3.59
46542,0.51,5.17,3.14
22931,1.7,7.73,4.65
18492,1.1,6.59,4.09
18591,1.51,7.27,4.57
29811,0.3,4.3,2.66
30266,0.31,4.32,2.64
37360,0.4,4.73,2.91
11950,1.01,6.46,4.01
50948,0.56,5.3,3.29
21937,1.6,7.57,4.69
35468,0.31,4.38,2.71
29962,0.36,4.62,2.77
36955,0.33,4.45,2.74
50058,0.57,5.29,3.27
32771,0.34,4.48,2.8
10884,1.21,6.88,4.16
38501,0.39,4.73,2.87
1175,0.7,5.78,3.49
13897,1.01,6.47,4.01
12927,1.01,6.23,4.02
41674,0.33,4.47,2.74
48372,0.57,5.34,3.3
19393,1.53,7.47,4.5
46047,0.53,5.18,3.22
32455,0.4,4.7,2.96
50719,0.72,5.76,3.46
28376,0.24,4.06,2.41
48070,0.56,5.37,3.23
40979,0.41,4.8,2.98
34865,0.3,4.28,2.68
34798,0.42,4.79,3.0
43040,0.5,5.07,3.18
13719,0.3,4.26,2.66
27786,0.37,4.59,2.85
47506,0.74,5.69,3.63
13765,1.31,6.97,4.4
19648,1.51,7.1,4.66
3316,0.86,6.01,3.78
28655,0.35,4.51,2.79
12104,1.1,6.66,4.03
15754,1.15,6.68,4.15
30154,0.45,4.95,3.05
49247,0.73,5.86,3.51
23617,1.52,7.38,4.57
46676,0.59,5.39,3.3
18438,1.08,6.54,4.08
3273,1.0,6.24,3.71
71,0.3,4.29,2.7
611,0.71,5.75,3.47
13506,1.01,6.34,3.9
48721,0.52,5.21,3.15
6787,1.2,6.77,4.23
7464,0.9,6.34,3.71
47425,0.51,5.16,3.16
19053,1.59,7.46,4.65
40689,0.58,5.25,3.41
52980,0.82,6.02,3.71
30609,0.3,4.28,2.7
51868,0.56,5.5,3.17
12401,1.12,6.63,4.07
15617,1.01,6.36,3.95
12123,1.18,6.77,4.12
44334,0.33,4.44,2.73
20449,1.22,6.84,4.19
8671,1.04,6.61,3.98
51721,0.77,5.91,3.66
1615,0.75,5.84,3.61
45224,0.5,5.18,3.05
6095,1.06,6.48,4.06
39060,0.7,5.51,3.64
20358,1.51,7.38,4.52
35636,0.36,4.59,2.81
34145,0.33,4.46,2.77
6440,1.09,6.55,4.09
19010,1.12,6.61,4.1
41393,0.5,5.06,3.17
38991,0.5,5.04,3.18
50838,0.51,5.17,3.19
15413,1.04,6.52,3.98
22619,1.5,7.29,4.63
19252,1.6,7.57,4.64
22581,1.57,7.42,4.63
6579,0.9,6.04,3.88
31363,0.33,4.48,2.72
34351,0.34,4.51,2.75
44607,0.53,5.22,3.22
40030,0.41,4.77,2.95
53419,0.72,5.69,3.6
41153,0.43,4.82,2.97
6543,1.01,6.41,3.94
6889,1.23,6.95,4.17
21191,1.5,7.41,4.41
22386,2.01,8.17,4.87
19913,1.28,7.0,4.27
10691,1.2,6.74,4.2
8745,1.14,6.73,4.14
18618,1.07,6.74,3.99
43465,0.56,5.29,3.3
31971,0.26,4.1,2.54
7812,1.13,6.68,4.15
1260,0.74,5.83,3.57
36166,0.38,4.65,2.86
47369,0.5,5.04,3.15
38700,0.37,4.59,2.85
38446,0.36,4.6,2.81
8386,0.35,4.46,2.83
12610,1.04,6.54,3.95
12331,1.01,6.38,4.04
15352,1.01,6.38,3.97
38386,0.42,4.83,2.99
41631,0.32,4.36,2.75
17817,1.19,6.8,4.23
44242,0.51,5.1,3.21
40542,0.35,4.64,2.73
47765,0.5,5.13,3.14
46547,0.51,5.15,3.18
31828,0.34,4.41,2.8
38178,0.41,4.8,2.92
18460,1.1,6.67,4.07
36656,0.3,4.35,2.65
18906,1.11,6.64,4.14
14170,1.07,6.57,4.05
7392,0.33,4.4,2.75
53087,0.71,5.67,3.57
3671,0.78,5.94,3.7
38152,0.75,5.78,3.66
30461,0.44,4.91,3.05
32622,0.31,4.34,2.67
3395,0.32,4.38,2.74
51156,0.71,5.59,3.6
20252,1.46,7.32,4.51
49337,0.57,5.32,3.31
10333,1.01,6.52,3.84
3773,0.82,5.96,3.78
43620,0.52,5.22,3.17
25030,0.31,4.29,2.74
5521,0.6,5.38,3.36
6364,0.32,4.37,2.76
29743,0.32,4.41,2.71
51338,0.52,5.12,3.2
32339,0.3,4.27,2.72
10127,1.11,6.58,4.14
838,0.8,5.96,3.64
42826,0.57,5.33,3.29
34001,0.42,4.79,2.9
46503,0.53,5.22,3.22
29687,0.4,4.67,2.94
20085,1.37,7.12,4.43
37025,0.33,4.46,2.75
4414,0.75,5.87,3.58
34457,0.36,4.58,2.79
17520,1.04,6.4,4.09
21255,1.6,7.45,4.66
52969,0.24,4.0,2.49
45011,0.62,5.47,3.45
35730,0.3,4.32,2.68
12148,1.0,6.37,3.99
36752,0.33,4.4,2.75
13020,0.3,4.29,2.65
31573,0.31,4.39,2.68
43695,0.5,5.1,3.12
3498,0.9,6.0,3.88
22886,1.36,7.23,4.28
17510,1.15,6.65,4.18
50816,0.76,5.88,3.63
32171,0.33,4.38,2.77
2701,0.31,4.34,2.71
34690,0.3,4.32,2.62
6580,0.9,6.09,3.86
31534,0.31,4.39,2.69
23543,1.73,7.71,4.69
41080,0.41,4.82,2.93
8832,1.02,6.33,4.01
6527,0.9,6.11,3.83
28069,0.39,4.76,2.86
11322,1.06,6.49,4.04
19356,0.3,4.35,2.6
38044,0.35,4.52,2.81
20601,1.24,6.96,4.23
42187,0.5,4.99,3.1
37013,0.33,4.49,2.72
21307,1.01,6.36,4.02
2330,0.92,6.18,3.88
33603,0.31,4.31,2.66
2700,0.31,4.38,2.73
5427,1.14,6.7,4.13
47428,0.54,5.28,3.22
1565,0.8,5.89,3.73
24693,0.41,4.69,2.98
41256,0.38,4.69,2.82
13581,1.0,6.39,3.9
10970,1.14,6.74,4.15
12519,1.22,6.87,4.24
4930,0.9,6.23,3.79
43836,0.52,5.23,3.16
20226,1.02,6.48,3.98
12579,1.2,6.76,4.23
8901,1.07,6.62,4.03
6209,1.01,6.51,3.96
42137,0.56,5.29,3.28
20074,1.45,7.27,4.37
30762,0.25,4.05,2.54
52728,0.7,5.63,3.53
44146,0.55,5.26,3.25
4549,0.71,5.67,3.53
50979,0.31,4.35,2.66
40890,0.5,4.98,3.21
37835,0.33,4.49,2.77
37604,0.23,3.86,2.46
31294,0.32,4.34,2.73
45517,0.43,4.86,2.99
11179,1.0,6.4,3.94
6344,0.9,6.26,3.83
46031,0.57,5.41,3.22
48677,0.54,5.19,3.23
11369,1.13,6.93,3.9
8684,0.7,5.7,3.56
52027,0.76,6.05,3.47
30060,0.32,4.43,2.72
28733,0.31,4.36,2.7
36414,0.31,4.36,2.68
3636,0.79,5.96,3.57
38485,0.42,4.8,2.98
16634,1.02,6.4,4.01
20683,1.12,6.68,4.1
11151,1.01,6.42,3.95
53257,0.86,6.06,3.84
4239,0.93,6.14,3.88
36823,0.3,4.34,2.69
49930,0.7,5.78,3.44
4967,0.91,6.19,3.85
36274,0.3,4.26,2.66
45248,0.43,4.82,3.0
39325,0.3,4.32,2.67
53316,0.72,5.83,3.51
37466,0.42,4.84,2.94
16891,1.2,6.75,4.21
33306,0.28,4.23,2.6
2795,0.75,5.93,3.52
5353,0.73,5.99,3.43
3215,1.01,6.51,3.85
33328,0.38,4.73,2.86
47978,0.37,4.6,2.8
36746,0.33,4.44,2.75
6414,1.05,6.54,4.03
44179,0.51,5.18,3.18
41079,0.41,4.8,2.93
7857,0.9,6.15,3.84
50355,0.61,5.42,3.37
39243,0.51,5.16,3.1
16443,1.26,6.9,4.28
49137,0.56,5.28,3.27
12675,1.01,6.65,3.86
38957,0.31,4.4,2.62
50950,0.87,6.17,3.78
45824,0.55,5.29,3.25
37443,0.51,5.06,3.18
19981,1.59,7.39,4.66
34125,0.35,4.55,2.78
587,0.72,5.78,3.53
15875,1.62,7.47,4.69
33165,0.36,4.58,2.82
3170,0.99,6.42,3.87
14669,1.0,6.28,4.03
48886,0.7,5.8,3.48
53505,0.7,5.61,3.57
31114,0.42,4.84,2.96
11492,1.04,6.57,3.99
13795,1.19,6.85,4.18
30863,0.33,4.46,2.73
21057,0.31,4.35,2.72
5460,1.0,6.02,4.08
46243,0.53,5.27,3.22
3168,1.01,6.4,3.99
53238,0.72,5.72,3.53
37509,0.36,4.57,2.83
28704,0.41,4.71,2.96
12582,1.07,6.58,4.06
12268,1.24,6.8,4.26
4801,0.82,6.08,3.62
50898,0.71,5.68,3.56
28236,0.33,4.43,2.77
16748,1.01,6.47,3.93
49311,0.34,4.5,2.79
1268,0.9,6.28,3.79
41985,0.51,5.08,3.16
19826,1.12,6.65,4.17
6691,0.31,4.33,2.64
1889,0.72,5.72,3.57
49205,0.72,5.71,3.58
51362,0.51,5.2,3.13
31801,0.43,4.78,3.06
36332,0.32,4.4,2.7
32095,0.33,4.42,2.73
45919,0.53,5.18,3.2
38445,0.35,4.56,2.79
42706,0.52,5.16,3.22
1178,0.7,5.67,3.55
25684,0.33,4.46,2.73
47630,0.67,5.74,3.4
48926,0.74,5.75,3.62
45658,0.25,3.99,2.54
32920,0.44,4.79,3.0
53039,0.74,5.82,3.59
1678,0.77,6.07,3.5
20282,1.05,6.69,3.96
10836,1.09,6.59,4.09
982,0.7,5.71,3.56
35393,0.41,4.75,2.94
21154,1.01,6.56,3.95
18467,1.5,7.33,4.53
3827,0.7,5.72,3.54
21784,2.02,8.03,5.06
26359,0.32,4.4,2.68
15518,1.22,6.93,4.16
12734,1.11,6.63,4.14
32167,0.41,4.84,2.93
20959,1.5,7.37,4.43
1163,1.2,6.9,4.14
32310,0.36,4.51,2.84
22060,1.5,7.28,4.55
47624,0.55,5.29,3.24
52957,0.24,3.93,2.45
7486,1.02,6.46,4.09
39941,0.28,4.21,2.59
29860,0.3,4.3,2.66
48747,0.8,6.12,3.55
44214,0.52,5.16,3.23
10447,1.0,6.38,3.96
38398,0.39,4.76,2.86
40507,0.54,5.22,3.25
28551,0.3,4.31,2.7
39459,0.4,4.88,2.85
9481,1.01,6.52,3.91
40581,0.4,4.72,2.93
32297,0.34,4.49,2.81
17235,1.21,6.91,4.19
20596,1.21,6.73,4.17
52774,0.71,5.73,3.53
14309,1.38,7.14,4.4
33028,0.3,4.3,2.62
48863,0.7,5.63,3.6
22395,1.52,7.27,4.54
21896,1.01,6.47,3.88
7900,1.0,5.98,4.08
2788,0.81,5.97,3.71
15365,0.3,4.29,2.66
42333,0.45,4.91,3.03
39380,0.38,4.67,2.89
41382,0.42,4.85,2.98
39767,0.36,4.58,2.81
47096,0.53,5.23,3.28
2977,0.71,5.72,3.55
53609,0.72,5.87,3.54
38378,0.39,4.69,2.91
7375,1.16,6.73,4.19
43623,0.43,4.81,2.96
7192,0.91,6.13,3.92
23405,1.3,6.97,4.35
28036,0.3,4.29,2.66
29120,0.3,4.23,2.73
35330,0.33,4.49,2.73
20256,1.52,7.32,4.61
31017,0.31,4.43,2.64
28594,0.3,4.32,2.61
13257,1.05,6.47,4.04
9672,1.06,6.46,4.07
1660,0.75,5.9,3.63
14586,0.9,6.16,3.8
8252,0.93,6.14,3.9
31085,0.33,4.47,2.72
27715,0.36,4.61,2.78
4071,0.31,4.38,2.7
23785,1.14,6.69,4.16
33840,0.38,4.69,2.88
19551,1.6,7.55,4.5
10336,1.02,6.47,3.99
10074,0.4,4.67,3.0
37361,0.4,4.66,2.92
18609,1.1,6.68,4.09
42075,0.34,4.51,2.77
4572,0.76,5.88,3.62
45643,0.25,4.06,2.5
39844,0.41,4.8,2.95
28742,0.31,4.33,2.68
14265,1.02,6.33,4.02
12294,0.9,6.16,3.83
33837,0.53,5.22,3.24
6434,1.2,6.73,4.34
5193,0.91,6.05,3.86
6832,1.01,6.35,4.0
41903,0.52,5.2,3.2
20191,1.04,6.48,4.04
18410,1.5,7.26,4.57
16072,1.02,6.36,4.02
20706,0.31,4.35,2.68
666,0.7,5.71,3.53
8922,1.0,6.44,3.93
37196,0.52,5.14,3.14
29920,0.32,4.42,2.71
7934,1.08,6.72,4.0
28071,0.43,4.92,2.9
2937,0.77,5.84,3.6
31438,0.33,4.38,2.79
9145,1.01,6.26,4.03
48889,0.71,5.74,3.5
8304,1.44,7.21,4.51
21521,1.37,7.13,4.39
15769,1.02,6.48,3.99
53033,0.7,5.63,3.53
28214,0.38,4.56,2.91
49293,0.33,4.5,2.76
16759,1.21,6.74,4.25
6189,0.85,5.97,3.81
39481,0.41,4.76,2.96
38025,0.33,4.45,2.74
47580,0.59,5.4,3.36
40881,0.38,4.65,2.87
41262,0.34,4.49,2.79
50235,0.72,5.72,3.58
38514,0.38,4.61,2.9
21863,1.5,7.4,4.54
14151,1.01,6.42,4.03
16252,1.01,6.39,4.01
1358,0.9,6.08,3.88
10578,1.23,6.83,4.23
40913,0.42,4.81,2.96
7752,0.92,6.25,3.9
43507,0.43,4.84,2.99
41083,0.41,4.81,2.96
43041,0.5,5.03,3.18
47778,0.6,5.44,3.3
27363,0.28,4.22,2.55
53810,0.73,5.78,3.58
46403,0.62,5.56,3.31
33470,0.32,4.45,2.67
48059,0.55,5.25,3.24
52835,0.71,5.64,3.58
2219,0.84,5.95,3.8
4614,0.7,5.73,3.52
29990,0.32,4.39,2.72
24053,0.31,4.36,2.7
20072,1.51,7.24,4.55
39537,0.4,4.77,2.98
9491,1.05,6.61,3.96
37551,0.31,4.39,2.68
1882,0.9,5.91,3.93
28355,0.34,4.51,2.77
32244,0.31,4.39,2.7
52389,0.7,5.8,3.39
39376,0.52,5.16,3.2
49987,0.73,5.92,3.44
29995,0.43,4.86,2.96
30044,0.47,4.81,3.23
1473,0.74,5.8,3.63
49509,0.73,5.78,3.6
43824,0.51,5.08,3.2
37609,0.24,3.94,2.48
44758,0.59,5.31,3.35
2294,0.71,5.73,3.56
46278,0.55,5.29,3.21
36550,0.4,4.82,2.88
10055,0.27,4.16,2.59
19456,1.42,7.15,4.47
203,0.7,5.64,3.6
45050,0.65,5.57,3.41
31009,0.35,4.52,2.8
38267,0.26,4.08,2.54
39846,0.51,5.07,3.19
22507,1.15,6.76,4.13
2767,0.9,6.21,3.83
7893,1.12,6.73,4.09
3722,0.36,4.56,2.77
52311,0.38,4.65,2.88
511,0.9,6.06,3.89
33536,0.35,4.53,2.8
3660,0.86,6.11,3.79
40995,0.5,5.07,3.12
37626,0.44,4.93,2.99
38453,0.31,4.49,2.67
45640,0.36,4.61,2.85
48968,0.34,4.5,2.78
42633,0.58,5.47,3.25
12807,1.21,6.85,4.25
16100,1.0,6.44,3.87
18491,1.0,6.35,3.97
40376,0.36,4.6,2.81
43610,0.34,4.45,2.72
50781,0.52,5.27,3.14
16852,1.0,6.42,3.98
31338,0.44,4.95,2.96
7700,1.01,6.32,4.12
37435,0.33,4.43,2.76
52808,0.71,5.67,3.55
20936,1.11,6.62,4.14
43020,0.52,5.21,3.17
48852,0.7,5.67,3.57
38555,0.31,4.37,2.69
19171,1.28,6.99,4.21
47991,0.32,4.41,2.71
44043,0.61,5.5,3.26
36321,0.32,4.43,2.68
43700,0.5,5.09,3.14
8245,1.04,6.51,3.98
12320,1.04,6.47,4.04
44063,0.55,5.23,3.27
19455,1.01,6.37,4.01
471,0.7,5.68,3.55
23507,1.52,7.3,4.55
39177,0.35,4.55,2.76
18603,1.54,7.41,4.47
46619,0.51,5.09,3.18
46932,0.52,5.12,3.19
22731,1.0,6.66,3.77
51923,0.5,5.04,3.12
6486,0.9,6.15,3.85
5820,1.04,6.52,3.99
7437,0.93,6.24,3.9
45655,0.25,3.98,2.53
49240,0.65,5.51,3.47
9444,0.9,6.18,3.83
42944,0.3,4.24,2.64
6349,0.93,6.17,3.87
22479,1.21,6.84,4.23
17025,1.02,6.22,4.04
41793,0.52,5.13,3.2
52494,0.51,5.1,3.19
41427,0.53,5.18,3.28
29675,0.28,4.24,2.61
31150,0.41,4.7,2.96
15082,1.02,6.37,4.02
31163,0.41,4.77,2.94
16324,1.08,6.62,4.05
32858,0.4,4.68,2.94
3307,0.73,5.75,3.6
49532,0.6,5.53,3.33
21046,0.31,4.36,2.69
29926,0.36,4.57,2.84
33729,0.37,4.64,2.79
20942,1.5,7.34,4.47
12695,0.27,4.15,2.57
2668,0.72,5.75,3.55
8672,1.02,6.04,4.31
209,0.74,5.84,3.59
32349,0.36,4.6,2.82
50122,0.57,5.35,3.27
47715,0.51,5.27,3.06
46087,0.56,5.25,3.28
52584,0.7,5.77,3.43
36463,0.31,4.34,2.69
45870,0.51,5.05,3.18
44069,0.55,5.3,3.22
2329,0.76,5.84,3.6
34273,0.28,4.2,2.63
47809,0.71,5.61,3.52
4654,1.0,6.07,4.02
51359,0.72,5.89,3.48
